,User_ID,Activity_ID,No_of_attempts,Time_taken,Activity_score,Status,Act_Translanguage_Level
2,29,country-yasmin-videoclip-1,4,259.36857625051044,2.5329178214929415,Pass,2.7140641745828393
3,29,lab-kevin-game-1,2,270.6411962417133,2.43149826615529,Pass,2.5727812203690648
4,29,farm-poiki-video-2,1,270.85430075583014,3.1386073418512193,Pass,2.855694281110142
5,29,shapes-poiki-sequence-1,4,265.4210847343678,2.774257811304601,Pass,2.8149760462073714
6,29,farm-poiki-video-1,1,273.4142192164814,2.6890911836355,Pass,2.7520336149214355
7,29,country-yasmin-videoclip-1,2,271.9107928776292,3.196465540936866,Pass,2.9742495779291507
8,29,country-wendy-videoclip-1,1,275.4426178879429,2.739101376665098,Pass,2.8566754772971246
9,29,farm-poiki-video-1,1,270.3643041683836,2.97521357236873,Pass,2.915944524832927
0,30,country-none-book-4,1,330.9422801667979,0.3930456566445789,Pass,0.6965228283222895
1,30,shapes-poiki-sequence-1,2,317.63873929167056,0.3624875942927906,Pass,0.52950521130754
2,30,farm-poiki-video-2,3,322.4497349038664,-0.059007247599917156,Pass,0.23524898185381143
3,30,lab-kevin-game-1,4,308.7301980472385,0.20401616219697488,Pass,0.21963257202539316
4,30,country-none-book-4,2,324.77830224818354,0.23123427415255646,Pass,0.2254334230889748
5,30,country-none-book-1,2,325.6087225967548,0.7742695210749648,Pass,0.4998514720819698
6,30,farm-poiki-video-1,1,332.4741227810346,0.25781162945241837,Pass,0.3788315507671941
7,30,farm-poiki-video-1,4,311.27912863215874,0.35092934006871596,Pass,0.36488044541795506
8,30,farm-poiki-video-2,1,334.5843944976299,0.21965483548837075,Pass,0.2922676404531629
9,30,lab-wendy-shapes-1,1,322.4400399387401,0.5672973289153396,Pass,0.42978248468425123
0,31,seanimals-yasmin-hotspot-1,1,280.7772065586298,2.5605604818208043,Pass,2.780280240910402
1,31,farm-wendy-simulation-2,2,268.37668903044454,2.3911179151418165,Pass,2.585699078026109
2,31,farm-poiki-video-2,1,285.8121896130122,2.606979720987581,Pass,2.596339399506845
3,31,newbaby-poiki-hotspot-1,2,267.65575589490123,2.4491967049709475,Pass,2.522768052238896
4,31,veggies-poiki-drawing-1,1,280.23127347574365,2.493982212203638,Pass,2.508375132221267
5,31,home-kevin-book-1,2,279.1480341232512,3.0394336321098656,Pass,2.7739043821655662
6,31,farm-poiki-book-1,2,272.1983510955456,2.340552070575976,Pass,2.5572282263707713
7,31,world-yasmin-hotspot-1,3,255.1227251975645,2.423305322341707,Pass,2.490266774356239
8,31,birthday-wendy-simulation-1,2,265.46028072714904,2.481986401473415,Pass,2.486126587914827
9,31,farm-poiki-simulation-1,2,277.37718775534955,2.672156979822877,Pass,2.579141783868852
0,32,farm-kevin-piano-1,2,319.41110446264537,1.6751939336585067,Pass,1.3375969668292533
1,32,farm-kevin-piano-1,3,308.2429109815281,1.405331565127858,Pass,1.3714642659785556
2,32,lab-wendy-puzzle-1,3,316.2943554998517,1.4679251534066027,Pass,1.4196947096925792
3,32,farm-wendy-hotspot-2,4,315.6540024310153,1.753622622762053,Pass,1.586658666227316
4,32,country-none-book-2,2,307.391516506853,1.5899753019343204,Pass,1.5883169840808182
5,32,newbaby-poiki-hotspot-1,1,319.79001056510884,1.4954837826284069,Pass,1.5419003833546125
6,32,who-wendy-routine-2,2,314.4603197145592,1.4205975822549302,Pass,1.4812489828047712
7,32,farm-poiki-video-2,2,310.73839631209336,1.583298580052174,Pass,1.5322737814284726
8,32,jungle-yasmin-puzzle-1,1,322.4781843720005,1.7892603718708222,Pass,1.6607670766496474
9,32,insects-roulette-1,3,311.0474771981423,1.3441709093979264,Pass,1.502468993023787
0,33,jungle-yasmin-puzzle-1,4,278.4705951296182,2.3056927372226887,Pass,2.6528463686113444
1,33,farm-poiki-video-2,4,283.8507711534716,3.118288736048217,Pass,2.885567552329781
2,33,mycountryanimals-yasmin-flashcards-1,3,283.1558699062281,2.3994132864023063,Pass,2.6424904193660437
3,33,lab-wendy-puzzle-1,3,282.9389658488993,2.2933008368611936,Pass,2.4678956281136184
4,33,newkinder-yasmin-hotspot-1,2,288.8412007474621,2.809533280224906,Pass,2.6387144541692624
5,33,cooking-poiki-simulation-1,4,281.4246743318956,2.8027880506369787,Pass,2.7207512524031205
6,33,newbaby-poiki-hotspot-1,2,284.4966855464837,2.940021957234623,Pass,2.8303866048188717
7,33,birthday-wendy-simulation-1,2,285.3018969760176,2.6231766198150344,Pass,2.726781612316953
8,33,country-none-book-2,4,282.26764931903347,2.513523256981606,Pass,2.6201524346492793
9,33,who-wendy-routine-2,2,290.81813722716913,2.855172740417164,Pass,2.7376625875332214
0,34,insects-roulette-1,3,260.3061794435737,1.5161601909304772,Pass,1.2580800954652385
1,34,home-kevin-book-1,2,270.3459527690586,1.4719050804253735,Pass,1.364992587945306
2,34,lab-wendy-puzzle-1,2,267.09919229933513,1.7552934256841388,Pass,1.5601430068147224
3,34,who-wendy-routine-2,3,257.03333039417805,1.7760159088899745,Pass,1.6680794578523486
4,34,country-none-book-1,2,269.7052416365718,1.7302201688609746,Pass,1.6991498133566616
5,34,birthday-wendy-simulation-1,1,267.09390604297147,1.7451485519917624,Pass,1.7221491826742121
6,34,jungle-yasmin-puzzle-1,2,263.40673708207703,1.5025020808617118,Pass,1.612325631767962
7,34,country-none-book-4,2,272.03969892330514,1.7538952116629063,Pass,1.6831104217154342
8,34,farm-poiki-video-2,2,262.8450808303972,1.5255536116610593,Pass,1.6043320166882467
9,34,newbaby-poiki-hotspot-1,2,262.41158444600586,1.544271213091851,Pass,1.5743016148900488
0,35,country-wendy-videoclip-1,2,329.4745499283038,0.19005891355830157,Pass,0.5950294567791508
1,35,newbaby-poiki-hotspot-1,2,332.51261283654253,0.3635573451893303,Pass,0.47929340098424056
2,35,birthday-wendy-simulation-1,1,330.24095857426903,0.37794602600872285,Pass,0.4286197134964817
3,35,country-yasmin-videoclip-1,1,323.0791477909785,0.008476876080609264,Pass,0.21854829478854548
4,35,country-yasmin-videoclip-1,3,334.9235505115272,0.42638490907053384,Pass,0.3224666019295397
5,35,farm-poiki-simulation-1,1,337.05468270297496,-0.11103826915831783,Pass,0.10571416638561093
6,35,seanimals-yasmin-hotspot-1,1,329.82201115180453,0.3287971149912338,Pass,0.21725564068842237
7,35,country-wendy-videoclip-1,2,332.50058418539476,0.250331770613786,Pass,0.2337937056511042
8,35,farm-poiki-video-2,1,331.1246531607976,0.35618570188274745,Pass,0.2949897037669258
9,35,farm-poiki-book-1,2,326.1124525079313,0.3038367171497448,Pass,0.2994132104583353
0,36,fruits-yasmin-flashcards-1,2,240.5567634419921,0.5269850934626468,Pass,0.7634925467313234
1,36,farm-poiki-video-1,2,240.9921591586117,0.7777490425577425,Pass,0.7706207946445329
2,36,yho-yasmin-tracing-1,1,254.47714628671898,0.5207769871561861,Pass,0.6456988909003596
3,36,farm-wendy-simulation-2,2,239.76718698182034,0.42435209513467603,Pass,0.5350254930175178
4,36,who-wendy-book-2,2,242.27603335217339,0.36338485508886337,Pass,0.4492051740531906
5,36,farm-poiki-video-2,1,251.2923233449262,0.9118304526017993,Pass,0.680517813327495
6,36,farm-poiki-book-1,2,248.64211438739517,1.070226077999691,Pass,0.875371945663593
7,36,farm-poiki-video-1,1,261.48020949159593,0.9900845430851255,Pass,0.9327282443743592
8,36,feelings-memory-1,1,257.5136257500442,0.5028259224313891,Pass,0.7177770834028742
9,36,who-wendy-book-2,2,240.15217990089187,0.6724256937939385,Pass,0.6951013885984063
0,37,beach-bingo-1,3,310.6255810518885,0.2755602117075383,Pass,0.6377801058537691
1,37,farm-poiki-video-2,3,309.5483803969334,0.945237086797899,Pass,0.791508596325834
2,37,farm-poiki-video-1,3,307.8152539098428,0.7637683571233655,Pass,0.7776384767245998
3,37,shopping-roulette-1,3,323.81971253835553,0.5533096453937922,Pass,0.665474061059196
4,37,farm-poiki-video-1,2,323.0547191383412,0.6779808074760129,Pass,0.6717274342676045
5,37,who-wendy-colors-1,1,321.80401324080566,0.3537691156445417,Pass,0.5127482749560731
6,37,who-wendy-book-1,4,317.73725839725694,0.5477175818898906,Pass,0.5302329284229819
7,37,lab-wendy-book-1,3,316.5463346274255,0.48861170946758015,Pass,0.509422318945281
8,37,lab-wendy-shapes-1,3,314.23653602092185,0.47598192626037283,Pass,0.4927021226028269
9,37,farm-poiki-video-2,4,301.5979284154366,0.8914807421068529,Pass,0.6920914323548399
0,38,lab-wendy-shapes-1,2,285.123247330277,2.6372475024764186,Pass,2.318623751238209
1,38,farm-poiki-video-1,4,275.980113991744,2.9913950381251215,Pass,2.6550093946816653
2,38,country-wendy-videoclip-1,3,280.5318267372828,3.1217792784701497,Pass,2.8883943365759075
3,38,country-wendy-videoclip-1,2,275.4170357164815,2.933384162250448,Pass,2.9108892494131777
4,38,country-yasmin-videoclip-1,4,278.3746650897815,2.4888437377920014,Pass,2.6998664936025896
5,38,farm-poiki-video-1,2,283.9573025077842,2.6118722133576346,Pass,2.655869353480112
6,38,country-yasmin-videoclip-1,3,289.0931783467916,2.402670155032489,Pass,2.5292697542563003
7,38,farm-poiki-video-2,3,273.7593757631109,2.64929370296832,Pass,2.58928172861231
8,38,shapes-poiki-sequence-1,1,300.63435900922497,2.4889393095358634,Pass,2.539110519074087
9,38,lab-kevin-game-1,3,279.2047432822099,2.8101283061095144,Pass,2.6746194125918006
0,39,farm-poiki-video-2,3,342.5399100359927,3.1126462728937345,Pass,3.056323136446867
1,39,farm-poiki-video-1,4,337.7892281227271,3.3548246301177027,Pass,3.205573883282285
2,39,farm-poiki-video-2,3,341.685184887045,3.345004807449156,Pass,3.2752893453657204
3,39,shapes-poiki-sequence-1,4,338.0937556120691,3.4336050228611525,Pass,3.3544471841134365
4,39,lab-wendy-shapes-1,3,342.47689615529066,3.580643646838336,Pass,3.467545415475886
5,39,yho-yasmin-tracing-1,2,350.34934777536336,3.145368155332698,Pass,3.306456785404292
6,39,cooking-kevin-simulation-2,4,346.30919904722657,3.264858509124449,Pass,3.2856576472643706
7,39,country-none-book-1,3,348.8931005124133,3.25974777290682,Pass,3.2727027100855954
8,39,lab-kevin-game-1,2,351.7485832141756,3.3082983102259957,Pass,3.2905005101557956
9,39,farm-poiki-video-1,1,348.81854423920714,3.5551139378072634,Pass,3.4228072239815295
0,40,yho-yasmin-tracing-1,2,274.23105774037253,1.5182557952013438,Pass,1.259127897600672
1,40,farm-poiki-video-1,2,271.97707901998854,1.6205754998156991,Pass,1.4398516987081855
2,40,who-wendy-book-2,2,273.1824836877644,1.696115503793561,Pass,1.5679836012508732
3,40,fruits-yasmin-flashcards-1,2,272.166132966576,1.5603580075848216,Pass,1.5641708044178473
4,40,farm-wendy-simulation-2,1,292.5384799646094,1.6687703416076936,Pass,1.6164705730127704
5,40,feelings-memory-1,1,280.1625513829313,1.5346619522471279,Pass,1.5755662626299491
6,40,who-wendy-book-2,2,266.66137532854503,1.7278069149007216,Pass,1.6516865887653354
7,40,farm-poiki-book-1,1,271.723541479338,1.4940229537642464,Pass,1.572854771264791
8,40,who-wendy-demovideo-1,2,271.7934164074065,1.9747870790275113,Pass,1.773820925146151
9,40,desertanimals-memory-1,1,280.33756880876314,1.5442820668157122,Pass,1.6590514959809317
0,41,alphabet-kevin-tracing-1,1,258.6487234896592,0.6735386739818433,Pass,0.8367693369909217
1,41,beach-bingo-1,2,244.88997197785267,0.9039312227180915,Pass,0.8703502798545066
2,41,who-wendy-book-1,2,245.92726121170793,0.6323820273770502,Pass,0.7513661536157784
3,41,lab-wendy-shapes-1,2,244.77200155306937,0.8838705560798676,Pass,0.8176183548478231
4,41,farm-poiki-video-2,1,249.11751939456516,0.9322210651057283,Pass,0.8749197099767757
5,41,who-poiki-simulation-2,1,253.66771857706365,0.42679549186104415,Pass,0.65085760091891
6,41,colors-bingo-1,2,245.25841518097178,0.8549259638218107,Pass,0.7528917823703604
7,41,who-all-videoclip-1,2,252.63231846906965,0.7244808673168985,Pass,0.7386863248436295
8,41,clothes-roulette-1,1,257.40286558457075,0.6636618007972132,Pass,0.7011740628204213
9,41,farm-poiki-video-1,2,245.3894887717885,0.538908647741199,Pass,0.6200413552808102
0,42,who-wendy-book-2,2,316.1588390158399,1.2522895868661634,Pass,1.6261447934330817
1,42,farm-wendy-simulation-2,1,325.31909829114005,1.523066268134966,Pass,1.5746055307840239
2,42,yho-yasmin-tracing-1,1,323.5416559987267,1.2951179902910124,Pass,1.434861760537518
3,42,who-wendy-book-2,1,335.88903052761754,1.3961895409075744,Pass,1.4155256507225462
4,42,feelings-memory-1,1,335.3214481447753,1.43381009644625,Pass,1.424667873584398
5,42,farm-poiki-video-2,3,318.7348563457336,1.322060978769685,Pass,1.3733644261770417
6,42,country-none-book-1,3,318.35393031361156,1.3850501218298472,Pass,1.3792072740034445
7,42,farm-poiki-book-1,3,324.0231070483453,1.345308914833255,Pass,1.3622580944183498
8,42,farm-poiki-video-1,1,329.3677697632665,1.2978493194072245,Pass,1.3300537069127871
9,42,fruits-yasmin-flashcards-1,4,307.8923795673188,1.3098649756091898,Pass,1.3199593412609885
0,43,seanimals-yasmin-hotspot-1,2,266.2181789564383,2.6368621264695222,Pass,2.818431063234761
1,43,cooking-poiki-simulation-1,1,264.8737729936529,2.50296328968485,Pass,2.6606971764598057
2,43,farm-poiki-video-2,1,264.182732260913,3.004748780257965,Pass,2.8327229783588854
3,43,foods-poiki-hotspot-1,2,268.40132577872896,2.9609464249422075,Pass,2.8968347016505467
4,43,farm-poiki-book-1,3,258.0086204869012,2.879078631251404,Pass,2.8879566664509753
5,43,greetings-yasmin-video-1,2,260.40818871778407,2.7663559483017033,Pass,2.827156307376339
6,43,newbaby-poiki-hotspot-1,2,259.7686794333959,2.520291593411068,Pass,2.6737239503937036
7,43,country-wendy-videoclip-1,1,270.3318769246007,2.7977187505363332,Pass,2.7357213504650186
8,43,birthday-wendy-simulation-1,3,261.57556644182915,2.9956969366426054,Pass,2.8657091435538122
9,43,farm-poiki-simulation-1,1,273.19794428420255,2.590514365219935,Pass,2.7281117543868736
0,44,birthday-wendy-simulation-1,1,303.88389133438477,1.1529510329396617,Pass,1.5764755164698308
1,44,farm-poiki-video-2,2,299.6164878027113,1.5895645734894004,Pass,1.5830200449796155
2,44,seanimals-yasmin-hotspot-1,1,293.8392988374668,1.3849095680439203,Pass,1.4839648065117679
3,44,newbaby-poiki-hotspot-1,2,295.85941676066,1.6551963297148298,Pass,1.5695805681132988
4,44,cooking-poiki-simulation-1,1,305.5193915539122,1.4886782523203008,Pass,1.5291294102167998
5,44,farm-poiki-simulation-1,1,302.40148305450606,1.599371116527565,Pass,1.5642502633721824
6,44,foods-poiki-hotspot-1,1,295.263853292474,1.509162353336668,Pass,1.5367063083544252
7,44,greetings-yasmin-video-1,1,298.48644802591787,1.3450497212080097,Pass,1.4408780147812175
8,44,country-wendy-videoclip-1,4,288.4005208981999,1.1436303938193546,Pass,1.292254204300286
9,44,farm-poiki-book-1,1,304.3639105459984,1.7840081354143336,Pass,1.53813116985731
0,45,farm-poiki-video-2,1,274.01832147017586,0.8617499262284852,Pass,0.9308749631142426
1,45,beach-bingo-1,1,268.95588243018034,0.6274543424333142,Pass,0.7791646527737783
2,45,lab-wendy-shapes-1,1,269.72424012802054,0.5101650675488248,Pass,0.6446648601613016
3,45,who-all-videoclip-1,4,253.13253566959207,0.6923868190501515,Pass,0.6685258396057265
4,45,alphabet-kevin-tracing-1,1,269.7402703217665,0.49143231961946887,Pass,0.5799790796125976
5,45,clothes-roulette-1,2,258.8482361294013,0.7872280234285114,Pass,0.6836035515205545
6,45,farm-poiki-video-1,2,268.5049611707556,0.4516333216164011,Pass,0.5676184365684778
7,45,alphabet-kevin-tracing-1,1,265.97690505118436,0.6375295318110582,Pass,0.6025739841897679
8,45,who-wendy-book-1,4,247.0773101323504,0.9753371453811153,Pass,0.7889555647854416
9,45,farm-poiki-video-1,1,287.34191689798394,0.7342142935808725,Pass,0.7615849291831571
0,46,farm-kevin-hotspot-1,1,318.6136235965007,0.9611665887370765,Pass,0.9805832943685382
1,46,farm-poiki-video-2,4,303.5444832641664,0.5980404517379879,Pass,0.7893118730532631
2,46,farm-poiki-book-1,1,324.1072197623574,0.666970813420362,Pass,0.7281413432368126
3,46,farm-poiki-identification-1,4,308.5030706013024,0.6967517849705585,Pass,0.7124465641036855
4,46,home-kevin-book-1,1,320.2642782050118,0.6046957426143577,Pass,0.6585711533590215
5,46,farm-poiki-simulation-1,2,316.09115287290257,0.3738211561417449,Pass,0.5161961547503832
6,46,seanimals-yasmin-hotspot-1,2,307.8912205926932,0.37717246986757397,Pass,0.44668431230897854
7,46,birthday-wendy-simulation-1,4,313.3631162817343,0.09848584267353477,Pass,0.27258507749125666
8,46,foods-poiki-hotspot-1,3,312.9238968249803,0.8146586557833533,Pass,0.5436218666373049
9,46,newbaby-poiki-hotspot-1,3,319.7162776321891,0.4277113154658175,Pass,0.4856665910515612
0,47,foodsl-roulette-1,3,345.12677404289525,0.11788388967624022,Pass,0.5589419448381201
1,47,lab-wendy-shapes-1,3,346.3330328766842,0.722960130381567,Pass,0.6409510376098435
2,47,who-all-videoclip-1,3,337.103304293074,0.6039574727555068,Pass,0.6224542551826752
3,47,alphabet-kevin-tracing-1,1,353.9777990487172,0.4246163649537955,Pass,0.5235353100682354
4,47,beach-bingo-1,3,347.01677344047954,0.3644782754368068,Pass,0.4440067927525211
5,47,who-wendy-book-1,4,342.93890916091243,0.22870195403506383,Pass,0.3363543733937925
6,47,farm-poiki-video-1,3,337.73782505998156,0.28349457032307157,Pass,0.309924471858432
7,47,farm-poiki-video-1,4,338.4648244196818,-0.052049652616507125,Pass,0.12893740962096245
8,47,farm-poiki-video-2,1,354.1698832210711,0.3946545571700543,Pass,0.26179598339550836
9,47,alphabet-kevin-tracing-1,1,354.4635131649742,0.3024611228886412,Pass,0.28212855314207474
0,48,country-wendy-videoclip-1,2,349.86355008889416,1.3467949307810114,Pass,1.1733974653905057
1,48,country-wendy-videoclip-1,4,340.6064745334769,1.2743351795139681,Pass,1.223866322452237
2,48,who-wendy-routine-2,1,350.7851593693646,1.1660561181424853,Pass,1.1949612202973612
3,48,country-yasmin-videoclip-1,1,356.86340028886804,1.1615798509354742,Pass,1.1782705356164178
4,48,jungle-yasmin-puzzle-1,3,352.18722976939824,1.236886008171325,Pass,1.2075782718938715
5,48,farm-poiki-video-2,3,341.74771554319744,1.374772586027916,Pass,1.2911754289608939
6,48,farm-kevin-piano-1,2,351.09239899497686,1.4963210869197443,Pass,1.393748257940319
7,48,newbaby-poiki-hotspot-1,1,351.80575854233405,0.7247971870926604,Pass,1.0592727225164897
8,48,farm-kevin-piano-1,3,352.27689155564127,0.9806592546260446,Pass,1.019965988571267
9,48,lab-wendy-puzzle-1,2,345.2806777597152,1.2787104620664609,Pass,1.149338225318864
0,49,farm-poiki-video-1,1,314.46222759976047,0.9042977098181828,Pass,0.9521488549090914
1,49,alphabet-kevin-tracing-1,1,322.99680940808594,0.604620801807791,Pass,0.7783848283584411
2,49,who-all-videoclip-1,3,315.30759408004235,0.5047336418097261,Pass,0.6415592350840836
3,49,alphabet-kevin-tracing-1,4,309.09142485054565,0.5177897415314932,Pass,0.5796744883077884
4,49,farm-poiki-video-2,4,307.4385464902323,0.42731385686471784,Pass,0.5034941725862532
5,49,beach-bingo-1,2,316.86678617784685,0.706551807895271,Pass,0.605022990240762
6,49,foodsl-roulette-1,3,312.85458002786555,0.0430013253528832,Pass,0.3240121577968226
7,49,farm-poiki-video-1,3,305.11276542169105,0.24742561448868755,Pass,0.2857188861427551
8,49,lab-wendy-shapes-1,2,314.21018993222754,0.3112693450933629,Pass,0.298494115618059
